test_date,mkt_ret,gross_ret,net_ret,turnover,tx_cost,vol_rc,ret_rc,ret_rc_xgb,ret_rc_ridge,ret_rc_rf,used_lw,n_held,ens_w_xgb,ens_w_ridge,ens_w_rf,label
2025-06-30,0.06652306038021392,0.1424968919530165,0.1404968919530165,1.0,0.002,0.7683494376771688,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,baseline_vol_deep+gate
2025-09-30,0.08891628515022579,0.1461445472853965,0.14469524951210577,0.7246488866453689,0.0014492977732907376,0.7361881815663328,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,baseline_vol_deep+gate
2025-06-30,0.06652306038021392,0.1424968919525708,0.14049689195257078,1.0,0.002,0.7683494376771688,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,vol_same_params+gate
2025-09-30,0.08891628515022579,0.14614454728694287,0.1446952495136455,0.7246488866486728,0.0014492977732973456,0.7364414297187406,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,vol_same_params+gate
2025-06-30,0.06652306038021392,0.14249689195302317,0.14049689195302317,1.0,0.002,0.7891707732043868,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,vol_same_no_gate
2025-09-30,0.08891628515022579,0.1461445472875861,0.14469524951427845,0.7246488866538313,0.0014492977733076627,0.7972998989805712,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,vol_same_no_gate
2025-06-30,0.06652306038021392,0.14249689195281615,0.14049689195281614,1.0,0.002,0.7802052289447248,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,vol_deep_no_gate
2025-09-30,0.08891628515022579,0.14614454728548143,0.14469524951219068,0.7246488866453763,0.0014492977732907526,0.8000082550502718,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,vol_deep_no_gate
2025-06-30,0.06652306038021392,0.1424968919530339,0.1404968919530339,1.0,0.002,0.7683494376771688,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,vol_deep+gate_0.20
2025-09-30,0.08891628515022579,0.14614454728890813,0.1446952495155909,0.7246488866586208,0.0014492977733172416,0.7361881815663328,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,vol_deep+gate_0.20
2025-06-30,0.06652306038021392,0.1424968919531465,0.1404968919531465,1.0,0.002,0.7683494376771688,0.15056489483382732,0.14724253337698717,0.08457438919623794,0.18202945513869884,True,54,0.5,0.25,0.25,vol_very_deep+gate
2025-09-30,0.08891628515022579,0.14614454728658077,0.14469524951328014,0.724648886650318,0.001449297773300636,0.736005171299289,0.14322203720153065,0.18138738012687594,0.05695746830200612,0.15587493738754243,True,54,0.5,0.25,0.25,vol_very_deep+gate
